xc,xoop,xip,ip,oop,complete
21.467089,21.467089,9.406394,50.256825,48.299122,43.7935765
21.51964,21.51964,9.4294205,50.90523,48.8852095,43.7132375
21.572191,21.572191,9.4524469,50.851955,48.2663865,43.782783
21.624743,21.624743,9.4754734,48.43663,48.839415,43.0727995
21.677292,21.677292,9.4985008,47.570715,50.397602,43.4253145
21.729843,21.729843,9.5215273,49.11822,49.11002,43.1778135
21.782394,21.782394,9.5445538,51.1426985,46.611794,43.702662
21.834946,21.834946,9.5675802,51.5405270000001,49.0772725,44.4802505
21.887497,21.887497,9.5906067,50.3791585,47.9817275,44.219749
21.940048,21.940048,9.6136341,50.8374395,49.8220055,44.593256
21.992599,21.992599,9.6366606,50.6840805,48.2067525,45.497388
22.045149,22.045149,9.659687,50.6834205,50.693281,46.5785365
